title,heading,content,tokens
Switzerland at the 2020 Summer Olympics,Summary,"Switzerland competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic. Swiss athletes have appeared in every edition of the Summer Olympic Games in the modern era, except for a partial boycott of the 1956 Summer Olympics in Melbourne in protest at the Soviet invasion of Hungary.
Switzerland not only repeated its gold medal tally from the previous games but also increased its overall medal tally from 7 medals last time to 13 medals. They won medals in double digit for the first time since 1952 Helsinki.",132
Switzerland at the 2020 Summer Olympics,Athletics,"Swiss athletes further achieved the entry standards, either by qualifying time or by world ranking, in the following track and field events (up to a maximum of 3 athletes in each event):

Track & road events
MenWomenField events",51
Switzerland at the 2020 Summer Olympics,Slalom,"Swiss canoeists qualified one boat for each of the following classes through the 2019 ICF Canoe Slalom World Championships in La Seu d'Urgell, Spain and the 2021 European Canoe Slalom Championships in Ivrea, Italy. The slalom canoeists were named to the Swiss team on November 11, 2019.The Africa quota was initially reallocated to Hungary, but was further reallocated to Switzerland following the Hungarian Olympic Committee's decision to only send athletes vaccinated against COVID-19 to the Games.",113
Switzerland at the 2020 Summer Olympics,Road,"Switzerland entered a squad of five riders (four men and one woman) to compete in their respective Olympic road races, by virtue of their top 50 national finish (for men) and top 22 (for women) in the UCI World Ranking.",53
Switzerland at the 2020 Summer Olympics,Track,"Following the completion of the 2020 UCI Track Cycling World Championships, Swiss riders accumulated spots in the men's team pursuit, omnium, and madison based on their country's results in the final UCI Olympic rankings. The Swiss Olympic Association announced the track cycling squad for the Games on May 12, 2021.
PursuitOmniumMadison",73
Switzerland at the 2020 Summer Olympics,BMX,"Swiss riders qualified for three quota place (two men and one women) for BMX at the Olympics, as a result in the UCI BMX Olympic Qualification Ranking List of 1 June 2021.
RaceFreestyle",48
Switzerland at the 2020 Summer Olympics,Equestrian,"Swiss equestrians qualified a full squad in the jumping competition by virtue of a top-six finish at the 2018 FEI World Equestrian Games in Tryon, North Carolina, United States. A team of eventing riders was added to the Swiss equestrian roster by securing an outright berth, as the highest-ranked eligible nation, not yet qualified, in the 2019 Eventing Nations Cup overall rankings. MeanwhIle, one dressage rider was added to the Swiss roster by finishing in the top two, outside the group selection, of the individual FEI Olympic Rankings for Group B (South Western Europe).",129
Switzerland at the 2020 Summer Olympics,Eventing,"The Swiss eventing team was named on July 1, 2021. Eveline Bodenmüller and Violine de la Brasserie have been named the travelling alternates.
(s) – substituted before jumping – 20 replacement penalties",51
Switzerland at the 2020 Summer Olympics,Artistic,"Switzerland fielded a full team of five artistic gymnasts (four men and one woman) into the Olympic competition. The men's squad claimed one of the remaining nine spots in the team all-around, while Rio 2016 vault bronze medalist Giulia Steingruber set her third straight trip to the Games, by finishing second out of twenty qualified gymnasts in the individual all-around and apparatus events at the 2019 World Championships in Stuttgart, Germany. The men's team was announced on 24 June 2021.
Men
TeamIndividualWomen
Individual",115
Switzerland at the 2020 Summer Olympics,Karate,"Switzerland entered one karateka into the inaugural Olympic tournament. Elena Quirici qualified directly for the women's kumite +61 kg category by finishing top three at 2021 World Olympic Qualification Tournament in Paris, France.",49
Switzerland at the 2020 Summer Olympics,Rowing,"Switzerland qualified four boats for each of the following rowing classes into the Olympic regatta, with the majority of crews confirming Olympic places for their boats at the 2019 FISA World Championships in Ottensheim, Austria.
MenWomenQualification Legend: FA=Final A (medal); FB=Final B (non-medal); FC=Final C (non-medal); FD=Final D (non-medal); FE=Final E (non-medal); FF=Final F (non-medal); SA/B=Semifinals A/B; SC/D=Semifinals C/D; SE/F=Semifinals E/F; QF=Quarterfinals; R=Repechage",156
Switzerland at the 2020 Summer Olympics,Sailing,"Swiss sailors qualified one boat in each of the following classes through the 2018 Sailing World Championships, the class-associated Worlds, and the continental regattas. Additionally, they received an unused berth from Oceania to send the women's 470 crew to the Games based on the results at the 2019 World Championships.
On June 2, 2020, the Swiss Sailing selected Rio 2016 windsurfer Mateo Sanz Lanz, along with skiff crew Lucien Cujean and Sébastien Schneiter, to compete at the Enoshima regatta. The women's 470 crew Linda Fahrni and Maja Siegenthaler was officially named to the Swiss sailing roster on April 1, 2021, while Laser Radial sailor Maud Jayet completed the lineup one month later.
M = Medal race; EL = Eliminated – did not advance into the medal race",185
Switzerland at the 2020 Summer Olympics,Shooting,"Swiss shooters achieved quota places for the following events by virtue of their best finishes at the 2018 ISSF World Championships, the 2019 ISSF World Cup series, European Championships or Games, and European Qualifying Tournament, as long as they obtained a minimum qualifying score (MQS) by May 31, 2020.",65
Switzerland at the 2020 Summer Olympics,Sport climbing,"Switzerland entered one sport climber into the Olympic tournament. Petra Klingler qualified directly for the women's combined event, by advancing to the final and securing one of the seven provisional berths at the 2019 IFSC World Championships in Hachioji, Japan.",56
Switzerland at the 2020 Summer Olympics,Swimming,"Swiss swimmers further achieved qualifying standards in the following events (up to a maximum of 2 swimmers in each event at the Olympic Qualifying Time (OQT), and potentially 1 at the Olympic Selection Time (OST)):
MenWomen",53
Switzerland at the 2020 Summer Olympics,Triathlon,"Switzerland qualified for the Mixed Relay events by finishing third at the 2021 World Triathlon Mixed Relay Olympic Qualification Event in Lisbon on May 21, 2021.

IndividualRelay",41
Switzerland at the 2020 Summer Olympics,Wrestling,"For the first time since London 2012, Switzerland qualified one wrestler for the men's freestyle 86 kg into the Olympic competition, as a result of his top six finish at the 2019 World Championships.

Freestyle",46
Great Britain at the 2020 Summer Olympics,Summary,"Great Britain, or in full Great Britain and Northern Ireland, the team of the British Olympic Association (BOA), which represents the United Kingdom, competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic.British athletes have appeared in every Summer Olympic Games of the modern era, alongside those of Australia, France, Greece, and Switzerland, although Great Britain is the only team to have won at least one gold medal at all of them. This streak was maintained in Tokyo when Adam Peaty successfully defended his 100 metre breaststroke title on the third morning of the Games.
The first medals of the Games for Great Britain were won by martial artists with taekwondo-ka Bradly Sinden guaranteeing Team GB at least a silver medal by qualifying for the final of the −68 kg event in taekwondo. Before the final took place, however, judoka Chelsie Giles secured a bronze medal in the 52 kg class via the repechage.",230
Great Britain at the 2020 Summer Olympics,Multiple medallists,"The following Team GB competitors won multiple medals at the 2020 Olympic Games.
Charlotte Dujardin's two bronze medals added to her two golds from London 2012 and her gold and silver from Rio 2016 made her the first female British athlete to win six Olympic medals, a feat later equalled by Laura Kenny. Dujardin also became the first female British athlete to win multiple medals at three consecutive Games (two in London, two in Rio and two in Tokyo), a feat which was again equalled by Kenny. Two medals for Jason Kenny made him the first British athlete of either sex to win multiple medals at four successive games (2 in 2008, 2 in 2012, 3 in 2016 and 2 in 2020), a feat also unequalled by anyone in the Olympic sport of cycling. With silver in the Men's 4 × 100 m medley relay, Duncan Scott becomes the first British Olympian to win four medals in a single Games.",193
Great Britain at the 2020 Summer Olympics,Administration,"On 9 April 2018, the British Olympic Association announced that Mark England would be their Chef de Mission in Tokyo following his success in this role at Rio 2016. Under his leadership Team GB had become the first nation to increase its medal haul at the summer games after acting as host at London 2012.",61
Great Britain at the 2020 Summer Olympics,Medal targets,"On 9 July 2021, UK Sport announced they had set a medal target of 45–70 medals for the team. No individual targets have been set for each sport as it was considered impossible to properly evaluate the position of each sport in the context of the coronavirus pandemic, and the large scale disruption to both training and sports events that entailed.",74
Great Britain at the 2020 Summer Olympics,Competitors,"The team included nine sets of siblings: Tom and Emily Ford (Rowing), Jennifer and Jessica Gadirova (Gymnastics), Charlotte and Mathilda Hodgkins-Byrne (Rowing), Joe and Max Litchfield (Swimming), Luke and Pat McCormack (Boxing),  Andy and Jamie Murray (Tennis), Tiffany Porter and Cindy Sember (Athletics), Hannah and Jodie Williams (Athletics), and Adam and Simon Yates (Cycling). The Gadirovas, McCormacks and Yateses are all twins. In addition, Hannah Martin was a member of the women's hockey team while her brother Harry Martin, a two time Olympian, was a travelling reserve for the men's team. There was also one married couple in multi gold medallists: Jason and Laura Kenny (Cycling).
Dressage rider Carl Hester was competing at his sixth Olympic Games. Only fellow equestrian rider Nick Skelton has represented Great Britain at more Games with seven appearances. Meanwhile, archer Naomi Folkard was making her fifth consecutive appearance. Among British female athletes only six time Olympians Tessa Sanderson and Alison Williamson have competed at more Games.

In addition to the 376 strong British delegation Team GB confirmed the selection of 22 travelling reserves for various sports. These included the reserves for football, hockey and rugby 7s. On 3 July 2021, the IOC, having consulted with the individual federations of these three sports together with those of handball and water polo, announced that each team would be able to select their teams from both the original squads and the travelling reserves without the need to permanently replace one individual with another. This effectively increased the size of the squads from 18 to 22 for football, 16 to 18 for hockey and 12 to 13 for rugby 7s.",376
Great Britain at the 2020 Summer Olympics,Archery,"British archers qualified each for the men's and women's events by reaching the quarterfinal stage of their respective team recurves at the 2019 World Archery Championships in 's-Hertogenbosch, Netherlands. The rules of qualification also stipulate that a nation that qualifies at least one male and one female archer, as Great Britain have done, is automatically entered in the mixed team event. On 21 April 2021, Team GB announced the selection of the six archers who will represent the team in Tokyo.
MenWomenMixed",113
Great Britain at the 2020 Summer Olympics,Artistic swimming,"Great Britain qualified two athletes to the artistic swimming duet competition as a result of Spain's success in the final Artistic Swimming Olympic Team Qualification competition event on 11 June 2021. Spain's elevation to the team event freed a quota place in the 2019 European Champions Cup competition inherited by Great Britain. This slot was then superseded by the top seven finish achieved by Great Britain itself at the final FINA Artistic Swimming Olympic Qualification Tournament. On 22 June 2021, Team GB announced the selection of Kate Shortman and Isabelle Thorpe for Tokyo.",115
Great Britain at the 2020 Summer Olympics,Athletics,"British athletes achieved the entry standards, either by qualifying time or by world ranking, in several track and field events (up to a maximum of 3 athletes in each event): The team will be selected based on the results of the 2021 British Athletics Championships ( 25 to 27 June) to be held in Manchester, England. Relay qualification is achieved by a top eight finish at the 2019 World Athletics Championships in a relay event, or a top eight ranking in that event not including previously qualified nations. The first confirmed place was therefore assured when Great Britain finished fourth in the mixed 4 × 400 metres relay event at the Worlds in Doha. Great Britain secured top eight finishes, and therefore Olympic qualification, in the other four relay events in Doha on 5 and 6 October – along with the United States, they were the only teams to gain Olympic places in all five relay events at Doha.
In December 2019, UK Athletics confirmed the preselection of Callum Hawkins for the men's marathon. On 26 March 2021, at the 2021 British Athletics Marathon and 20km Walk Trial in Kew Gardens, Chris Thompson, Ben Connor, Stephanie Davis and Tom Bosworth confirmed qualification for Tokyo with a top two finish in their respective races, having already gained the qualification time. On 1 April 2021, Team GB announced the selection of these five athletes together with marathon runners Jess Piasecki and Steph Twell for Tokyo. On 4 June 2021, World Athletics confirmed that Cameron Corbishley and Dominic King had qualified by World Rankings for the Men's 50 km walk event. However, they have not met the qualification time requirements set out in British Athletics selection policy document and it remains to be seen whether they will be selected on the basis of future potential.On 29 June 2021, Team GB announced the selection of a further 65 athletes following the completion of the British trials. The squad of 72 includes reigning world champions Dina Asher-Smith and Katarina Johnson-Thompson subject to the latter proving her fitness. On 2 July 2021, the final four athletes were confirmed by Team GB resulting in a 76 strong squad for Tokyo. Laura Muir later withdrew from the women's 800 m to concentrate on the 1500 m and her place was taken by Alexandra Bell increasing the final squad to 77.

Track & road events
MenWomenMixedField events
MenWomenCombined events – Women's heptathlona  Ran in the heats only.",491
Great Britain at the 2020 Summer Olympics,Badminton,"Great Britain entered badminton players for each of the following events into the Olympic tournament based on the BWF World Race to Tokyo Rankings of 15 June 2021: one entry each in the men's and women's singles and a pair in the men's, women's, and mixed doubles. On 28 June 2021, Team GB announced the squad of seven players who will represent the team in Tokyo. Ben Lane and Sean Vendy were selected to compete in the men's doubles even though Rio 2016 bronze medallists Marcus Ellis and Chris Langridge finished ahead of them in the rankings.",119
Great Britain at the 2020 Summer Olympics,Boxing,"Great Britain entered eleven boxers (seven men and four women) to compete for each of the following weight classes into the Olympic tournament. Rio 2016 Olympian and 2018 Commonwealth Games champion Galal Yafai (men's flyweight) and 2019 world bronze medallist Peter McGrail (men's featherweight) were the first boxers to secure their spots on the British squad by winning the round of 16 match of their respective weight divisions at the 2020 European Qualification Tournament in London. After being suspended due to the COVID-19 pandemic, the qualifying tournament resumed in Villebon-sur-Yvette, France. Nine further boxers secured places in their respective weight divisions, including Rio 2016 Olympian Pat McCormack in the men's welterweight.  The final total of eleven qualified boxers is the joint highest (with Uzbekistan and the ROC) of any nation at the 2020 Summer Olympics. On 23 June 2021, Team GB announced the names of the eleven boxers who would represent the team in Tokyo – each place went to the boxer who had obtained the quota place in qualification.
MenWomen",230
Great Britain at the 2020 Summer Olympics,Slalom,"British canoeists qualified boats in all four classes for the Games through the 2019 ICF Canoe Slalom World Championships in La Seu d'Urgell, Spain. On 10 October 2019, Team GB announced the names of the slalom canoeists selected for the Games, as a result of their performances at three selection meets: the British Senior and Olympic Trials, the 2019 ICF World Cup series in Lee Valley Park, and the World Championships.",96
Great Britain at the 2020 Summer Olympics,Sprint,"Great Britain qualified a single boat in the men's K-1 200 m with a gold-medal victory at the 2019 ICF Canoe Sprint World Championships in Szeged, Hungary. On 10 October 2019, reigning Olympic champion Liam Heath headed the list of canoeists being selected for the Games. Following the re-allocation of quota places gained at the World Championships and in subsequent competitions, Great Britain secured a place in the women's K-1 500 m. On 30 June 2021, Team GB announced the selection of the remaining members of their sprint canoe squad for Tokyo. On 8 July 2021, it was confirmed that Team GB had been reallocated a quota in the women's C-1 200 m and that Katie Reid would join the British canoe sprint squad in Tokyo.
Qualification Legend: FA = Qualify to final (medal); FB = Qualify to final B (non-medal)",189
Great Britain at the 2020 Summer Olympics,Cycling,"On 21 June 2021, Team GB announced the selection of their cycling squad for Tokyo. Notable inclusions were multiple gold medallists Geraint Thomas, Ed Clancy, and Jason and Laura Kenny. For the fourth Olympics in a row, Great Britain topped the medal table in cycling.",60
Great Britain at the 2020 Summer Olympics,Road,"Great Britain entered a squad of six riders (four men and two women) to compete in their respective Olympic road races, by virtue of their respective positions in the UCI World Ranking for nations as at 22 October 2019. Included were three Grand Tour winners, Geraint Thomas (2018 Tour de France), Simon Yates (2018 Vuelta a Espana) and Tao Geoghegan Hart (2020 Giro d'Italia). Former World Champion and London 2012 silver medallist Lizzie Deignan highlighted the women's team.
WomenJames Knox and Joscelin Lowden were named as travelling reserves.",127
Great Britain at the 2020 Summer Olympics,Track,"Following the completion of the 2020 UCI Track Cycling World Championships, British riders accumulated spots in men's team sprint, men's and women's team pursuit, and men's and women's madison, as well as both the men's and women's omnium. As a result of their place in the men's team sprint, Great Britain won the right to enter two riders in both men's sprint and men's keirin.
Unable to earn a quota place in the women's team sprint, Great Britain won a single quota place in the women's individual sprint through the UCI Olympic rankings. Qualification for the individual sprint means a quota place is also gained in the women's keirin.
Great Britain's most successful male and female Olympians, Jason and Laura Kenny return, along with Ed Clancy. Both Jason Kenny (team sprint) and Clancy (team pursuit) are seeking to set a record for consecutive victories (four) in a single Olympic cycling event. Jason Kenny will also be seeking to gain the outright records for gold medals for a British Olympian, which he currently shares with Chris Hoy and most medals for any Olympic cyclist, currently held by Bradley Wiggins. Laura Kenny will seek to increase her lead as the British female Olympian with the most gold medals, and surpass Charlotte Dujardin as Britain's most decorated female Olympian, and Leontien Van Moorsel from the Netherlands as the most successful and most decorated Olympic female cyclist.

SprintTeam sprintWith silver in the team sprint, Jason Kenny became Great Britain's outright most successful Olympian, cycling's most successful Olympian and the joint most decorated British and cycling Olympian with Bradley Wiggins.

Qualification legend: FA=Gold medal final; FB=Bronze medal final
* Philip Hindes travels as reserve.

Pursuit* Charlie Tanfield originally travelled as a reserve. Following the qualification ride of the men's team pursuit, Ed Clancy withdrew from the men's team, citing a back injury, and announced his immediate retirement. As a consequence, Tanfield was called into the main squad and rode the heat and placing final. In the former, he suffered a crash when clipped from behind by the Denmark team. 

KeirinOmniumMadison",461
Great Britain at the 2020 Summer Olympics,Mountain biking,"Great Britain entered single mountain bikers to compete in both the men's and women's cross-country races. The men's quota was gained by finishing in the top two eligible nations of the under-23 division at the 2019 UCI Mountain Bike World Championships in Mont-Sainte-Anne, Canada. The women's quota was secured by virtue of their position in the UCI World Ranking for nations as at 16 May 2021.
Tom Pidcock's preparations for the men's event were disrupted when he broke his collarbone after being hit by a car during training in May 2021. However, he recovered to be able to compete in the Games where we won Britain's first ever Olympic mountain biking medal, winning gold by a margin of 20 seconds over second placed Mathias Flückiger of Switzerland.",166
Great Britain at the 2020 Summer Olympics,BMX,"Great Britain received two quota spots (one per gender) for BMX racing at the Olympics. The men's place was secured as a result of the nation's seventh-place finish in the UCI Olympic Ranking List of 1 June 2021, while the women's was derived from Bethany Shriever's individual ranking.In BMX freestyle, two places (one per gender) were awarded to the British squad at the Olympics; both were secured as a result of the nation's top-five finish in the UCI Olympic Ranking List of 8 June 2021.

Race* Ross Cullen travels as reserve.

Freestyle",130
Great Britain at the 2020 Summer Olympics,Diving,"British divers gained a full quota of 16 places for the following individual spots and synchronized teams at the Games through the 2019 FINA World Championships, the 2019 European Championships and the 2021 FINA Diving World Cup. The divers who secured the places for Great Britain were not necessarily the athletes who would be selected to represent their team in these events. Instead, they needed to compete at the Olympic trials to book their places for the Games. A team of 12 divers was announced on 2 June 2021, including defending champions Jack Laugher and Daniel Goodfellow in the men's synchronized springboard; and two-time world champion and multiple Olympic medallist Tom Daley. James Heatly, Katherine Torrance and Matty Lee make Olympic debuts, having all won gold in the inaugural European Games in 2015 as juniors with the returning Lois Toulson, while Grace Reid will do so as a reigning Commonwealth Games champion. European bronze and silver medallist Andrea Spendolini-Sirieix, the youngest of the squad, debuts at 16 years old.
Laugher, Daley, Reid and Touslon will double up in individual and synchronised events, with their quota places released to be filled by next-in-line alternates.

MenWomen",260
Great Britain at the 2020 Summer Olympics,Equestrian,"British equestrians qualified a full squad in the team dressage, eventing, and jumping competitions by virtue of a top-six finish at the 2018 FEI World Equestrian Games in Tryon, North Carolina, United States in dressage and eventing, and a top-three finish among eligible nations in the jumping competition at the 2019 FEI European Championships in Rotterdam, Netherlands.On 1 July 2021, Team GB announced the selection of their dressage and eventing teams for Tokyo. Included in the dressage team were triple gold medallist Charlotte Dujardin and Carl Hester who will be competing at his sixth Olympic Games. The following day Team GB revealed the names of the three riders who will compete in the jumping events in Tokyo. The team included London 2012 gold medallists Scott Brash and Ben Maher.In the team dressage the British team of Dujardin, Hester and Charlotte Fry finished in the bronze medal position. This was Dujardin's fifth Olympic medal, tying her with rower Katherine Grainger and tennis player Kathleen McKane Godfree as the female British athletes with the most Olympic medals. The following day in the individual dressage Dujardin, who was the two-time defending Olympic champion in the event, took another bronze medal, making her the first female British athlete to win six Olympic medals.",282
Great Britain at the 2020 Summer Olympics,Dressage,"Travelling reserve: Gareth Hughes (Sintano Van Hof Olympia)
Qualification Legend: Q = Qualified for the final; q = Qualified for the final as a lucky loser",42
Great Britain at the 2020 Summer Olympics,Jumping,"* Harry Charles was the travelling reserve and he was called on to substitute for Holly Smith in the individual event and for Scott Brash in the team competition following an injury to the latter's horse, Hello Jefferson.",45
Great Britain at the 2020 Summer Olympics,Fencing,Great Britain entered one fencer into the Olympic competition. 2019 world silver medallist Marcus Mepstead claimed a spot in the men's foil as one of the two highest-ranked fencers vying for qualification from Europe in the FIE Adjusted Official Rankings.,55
Great Britain at the 2020 Summer Olympics,Men's tournament,"Great Britain men's national field hockey team qualified for the Olympics by securing one of the seven team quotas available from the 2019 Men's FIH Olympic Qualifiers, defeating Malaysia 9–3 on aggregate in a two-match playoff in London.
SquadThe squad was announced on 17 June 2021.Head coach: Danny Kerry
Travelling reserves: Alan Forsyth and Harry Martin

Group play
Quarterfinal",88
Great Britain at the 2020 Summer Olympics,Women's tournament,"Great Britain women's national field hockey team qualified for the Olympics by securing one of the seven team quotas available from the 2019 Women's FIH Olympic Qualifiers, defeating Chile 5–1 on aggregate in a two-match playoff in London. On 17 June, Great Britain Hockey announced the selection of the squad that would represent the team in Tokyo.
SquadThe squad was announced on 17 June 2021.Head coach:  Mark Hager

Group play
QuarterfinalSemifinalBronze medal game",106
Great Britain at the 2020 Summer Olympics,Golf,"Great Britain entered a total of two male and two female golfers into the Olympic tournament. Tyrrell Hatton and Paul Casey qualified directly among the top 60 eligible players for the men's event. However, Hatton announced his withdrawal on 21 June 2021 due to the COVID-19 pandemic and he was replaced by Tommy Fleetwood. Mel Reid and Jodi Ewart Shadoff qualified in a similar manner through the women's rankings. The latter following the withdrawal of higher-ranked British golfers Charley Hull and Georgia Hall. On 6 July 2021, Team GB confirmed the selection of the four golfers who will represent the team in Tokyo.",133
Great Britain at the 2020 Summer Olympics,Artistic,"Great Britain fielded a full squad of four gymnasts in the women's artistic gymnastics events by finishing fourth out of the nations eligible for qualification in the team all-around qualification round at the 2019 World Artistic Gymnastics Championships in Stuttgart, Germany. The top nine eligible nations were awarded qualification places. The men's artistic gymnastics team also secured a place after finishing second among the nations eligible for qualification in the team all-around qualification round at the same championships. Again, nine team berths were available at this competition in total. On 24 May 2021, Team GB announced the selection of the four members of the men's squad including reigning individual pommel horse and floor exercise champion Max Whitlock together with three debutants. In June 2021, Team GB announced the selection of the four members of the women's team; all of them will make their Olympic debuts, including the twin sisters Jennifer and Jessica Gadirova.
Men
TeamIndividualWomen
TeamIndividual* Originally first reserve, Jennifer Gadirova was promoted to the floor final following the withdrawal of Simone Biles.",223
Great Britain at the 2020 Summer Olympics,Trampoline,"Great Britain qualified one gymnast for the women's trampoline by finishing in the top eight at the 2019 World Championships in Tokyo, Japan. Great Britain secured a second quota when Rio silver medallist Bryony Page finished fourth in the 2020/21 Trampoline World Cup series. On 10 June 2021, Page and Laura Gallagher were selected to fill these quotas in Tokyo.",79
Great Britain at the 2020 Summer Olympics,Judo,"Great Britain, at the conclusion of the 2021 World Judo championships, had achieved quota places in the following weight categories. Nekoda Smythe-Davis had qualified a continental quota place in the −57 kg category, but had already withdrawn from Olympic consideration for health reasons. On 5 July 2021, Team GB announced the judokas who will compete in Tokyo, including debutant Sarah Adlington in the women's heavyweight category, who had been awarded a continental quota following the official withdrawal of Smythe-Davis.",105
Great Britain at the 2020 Summer Olympics,Modern pentathlon,"British athletes qualified for the following spots in the modern pentathlon at the Games. Rio 2016 Olympian Joe Choong secured an outright berth in the men's event by winning the gold medal at the 2019 UIPM World Cup Final in Tokyo, Japan, becoming the first athlete to be named to Team GB for Tokyo 2020. World champion Jamie Cooke and fellow Briton Kate French confirmed places in their respective events with a podium finish (gold for Cooke and silver for French) at the 2019 European Championships in Bath. Following the conclusion of the 2021 UIPM Worlds, a second and final women's quota place was confirmed based on the world rankings. On 24 June 2021, Team GB announced the names of the four modern pentathletes chosen to compete in Tokyo.",155
Great Britain at the 2020 Summer Olympics,Rowing,"Great Britain qualified ten out of fourteen boats for each of the following rowing classes into the Olympic regatta, with all of the crews confirming Olympic places for their boats at the 2019 FISA World Championships in Ottensheim, Austria. On 9 June 2021, Team GB announced the names of the 41 rowers who would represent them in Tokyo. Notable rowers in the squad included double Olympic champion Helen Glover and two-time medallist Moe Sbihi. In addition, four travelling reserves were named: Morgan Bolding, Matthew Tarrant, Madeleine Arlett and Saskia Budgett.
MenWomenQualification Legend: FA=Final A (medal); FB=Final B (non-medal); FC=Final C (non-medal); FD=Final D (non-medal); FE=Final E (non-medal); FF=Final F (non-medal); SA/B=Semifinals A/B; SC/D=Semifinals C/D; SE/F=Semifinals E/F; QF=Quarterfinals; R=Repechage",236
Great Britain at the 2020 Summer Olympics,Rugby sevens,"In international competition the constituent nations of Great Britain ordinarily compete as separate unions representing England, Scotland and Wales. Northern Irish players who normally represent Ireland would have been eligible however the IRFU insisted that they do not play for Great Britain.
For the purposes of qualification for the 2020 Olympics the three British unions agreed in advance of the 2017–18 men's and women's Sevens World Series that their highest-finishing teams in that season would represent all three unions in the first stage of qualification during the 2018–19 series. The England men's and women's teams earned the right to represent the British unions in that stage of their respective competitions, but failed to qualify for the Olympic events through a top four finish.
As a result, England took part in the Rugby Europe Olympic qualification events for both men and women.

Summary",170
Great Britain at the 2020 Summer Olympics,Sailing,"British sailors qualified boats in all Olympic classes at the 2018 Sailing World Championships, bringing the maximum quota of 15 sailors, in ten boats. On 1 October 2019, Team GB announced the names of the first twelve sailors selected for the Tokyo 2020 regatta, including Saskia Tidey, who previously competed for Ireland in Rio 2016, defending champions Giles Scott (Finn) and Hannah Mills (women's 470), and London 2012 silver medallists Luke Patience (men's 470) and Stuart Bithell (49er). The Nacra 17 crew (Gimson & Burnet) was added to the list of confirmed athletes for Tokyo on 24 January 2020. Laser sailor Elliot Hanson completed Team GB's sailing lineup for the Olympics on 29 February 2020.
MenWomenMixedM = Medal race; DSQ = Disqualification; EL = Eliminated – did not advance into the medal race; UFD = ""U"" Flag disqualification",194
Great Britain at the 2020 Summer Olympics,Shooting,"British shooters achieved quota places for the following events by virtue of their best finishes at the 2018 ISSF World Championships, the 2019 ISSF World Cup series, European Championships or Games, and European Qualifying Tournament, as long as they obtained a minimum qualifying score (MQS) by 31 May 2020. On 13 January 2021, Team GB announced the selection of four athletes to fill the quotas secured by the team to date. Amber Hill secured a quota in the women's skeet after finishing at the top of the qualifying rankings for that event by winning the ISSF World Cup in New Delhi on 21 March 2021. On 27 May 2021, Hill secured a quota for Team GB by winning the bronze medal at the 2021 European Shooting Championships in Osijek, Croatia, superseding the earlier quota she had won and releasing it to a shooter from another NOC. On 15 June 2021, Team GB confirmed that Hill had been selected for Tokyo. On 21 July, the British Olympic Association confirmed that Hill, having failed a COVID-19 test before flying to Tokyo, had been forced to withdraw from the Games.Matthew Coward-Holley, won Britain's only shooting medal of the Games, a  bronze in the men's trap. The reigning European and World champion, who had twice broken his back playing rugby as a teenager, missed his first three targets but then hit 14 in a row to secure the bronze medal.",287
Great Britain at the 2020 Summer Olympics,Skateboarding,"Great Britain entered two skateboarders to compete across all events at the Games. Sky Brown and Bombette Martin qualified among the top 16 eligible skateboarders in the women's park, respectively, based on the World Skate Olympic Rankings of 30 June 2021. On 1 July 2021, Team GB announced the selection of both athletes to represent the team in Tokyo.",75
Great Britain at the 2020 Summer Olympics,Sport climbing,"Great Britain entered one sport climber into the Olympic tournament. Shauna Coxsey qualified directly for the women's combined event, by advancing to the final stage and securing one of the seven provisional berths at the 2019 IFSC World Championships in Hachioji, Japan. On 11 February 2020, Team GB confirmed Coxsey's selection for Tokyo.",73
